flight_number,departure/arrival_airport,departure/arrival_airport,flight_status,city_name,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,actual_datetime_flight
A3 953,,RUH,Departed,Athens,ATH,2024-08-10 12:30+03:00,1,Airbus A320 NEO,Aegean,Departure,,
SV 540,,RUH,Unknown,Doha,DOH,2024-08-10 12:30+03:00,4,Airbus A321,Saudi Arabian,Departure,,
F3 25,,RUH,Unknown,Abha,AHB,2024-08-10 12:35+03:00,5,Airbus A320,flyadeal,Departure,,
SV 327,,RUH,Unknown,Sharm el Sheikh,SSH,2024-08-10 12:40+03:00,4,Airbus A321,Saudi Arabian,Departure,,
SV 117,,RUH,Departed,London,LHR,2024-08-10 12:40+03:00,4,Boeing 777-300,Saudi Arabian,Departure,,
SV 1461,,RUH,Departed,Medina,MED,2024-08-10 12:55+03:00,5,Airbus A330,Saudi Arabian,Departure,,
XY 89,,RUH,Unknown,Abha,AHB,2024-08-10 12:55+03:00,5,Airbus A320 NEO,flynas,Departure,,
LH 8482,,RUH,Unknown,Taybey,N/A,2024-08-10 12:55+03:00,N/A,Boeing 777-200F,Lufthansa,Departure,,
SV 1033,,RUH,Unknown,Jeddah,JED,2024-08-10 13:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1172,,RUH,Unknown,Ad Dammam,DMM,2024-08-10 13:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
MS 652,Riyadh King Khaled,RUH,Unknown,Cairo,CAI,2024-08-10 13:00+03:00,2,Airbus A330-300,EgyptAir,Departure,2024-08-10 13:00+03:00,
XY 217,,RUH,Unknown,Dubai,DXB,2024-08-10 13:05+03:00,3,Airbus A320 NEO,flynas,Departure,,
XY 19,,RUH,Unknown,Jeddah,JED,2024-08-10 13:10+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1807,,RUH,Unknown,Jazan,GIZ,2024-08-10 13:15+03:00,5,Airbus A320,Saudi Arabian,Departure,,
FZ 842,,RUH,Unknown,Dubai,DXB,2024-08-10 13:15+03:00,2,Boeing 737,flydubai,Departure,,
QR 1173,,RUH,Unknown,Doha,DOH,2024-08-10 13:15+03:00,3,Airbus A330-200,Qatar Airways,Departure,,
SV 375,,RUH,Unknown,Casablanca,CMN,2024-08-10 13:20+03:00,4,Boeing 787,Saudi Arabian,Departure,,
XY 149,Riyadh King Khaled,RUH,Unknown,Al-Jawf,AJF,2024-08-10 13:20+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10 13:20+03:00,
F3 591,,RUH,Unknown,Sarajevo,SJJ,2024-08-10 13:20+03:00,3,Airbus A320,flyadeal,Departure,,
J9 222,,RUH,Unknown,Kuwait City,KWI,2024-08-10 13:25+03:00,2,Airbus A320,Jazeera Airways,Departure,,
F3 121,,RUH,Unknown,Jeddah,JED,2024-08-10 13:30+03:00,5,Airbus A320,flyadeal,Departure,,
XY 231,,RUH,Unknown,Kuwait City,KWI,2024-08-10 13:35+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1571,,RUH,Unknown,Rio-Sidra,N/A,2024-08-10 13:35+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1671,,RUH,Unknown,Abha,AHB,2024-08-10 13:40+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
SV 1735,Riyadh King Khaled,RUH,Unknown,Bisha,BHH,2024-08-10 13:45+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10 13:45+03:00,
SV 554,,RUH,Departed,Dubai,DXB,2024-08-10 13:45+03:00,4,Airbus A330,Saudi Arabian,Departure,,
SV 1245,,RUH,Unknown,Dawadmi,DWD,2024-08-10 13:55+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1035,,RUH,Unknown,Jeddah,JED,2024-08-10 14:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
F3 127,,RUH,Unknown,Jeddah,JED,2024-08-10 14:00+03:00,5,Airbus A320,flyadeal,Departure,,
ER 858,,RUH,Unknown,Peshawar,PEW,2024-08-10 14:10+03:00,N/A,Boeing 737-800,Serene Air,Departure,,
SV 1527,Riyadh King Khaled,RUH,Unknown,Tabuk,TUU,2024-08-10 14:15+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10 14:15+03:00,
SV 1389,,RUH,Unknown,Al-Jawf,AJF,2024-08-10 14:30+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 85,,RUH,Unknown,Abha,AHB,2024-08-10 14:35+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1239,Riyadh King Khaled,RUH,Unknown,Arar,RAE,2024-08-10 14:35+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 14:35+03:00,
SV 1915,,RUH,Unknown,Taif,TIF,2024-08-10 14:35+03:00,5,Airbus A320,Saudi Arabian,Departure,,
QR 1165,Riyadh King Khaled,RUH,Unknown,Doha,DOH,2024-08-10 14:40+03:00,3,Airbus A350-900,Qatar Airways,Departure,2024-08-10 14:40+03:00,
SM 462,,RUH,Unknown,Cairo,CAI,2024-08-10 14:40+03:00,2,Airbus A320,Air Cairo,Departure,,
XY 141,,RUH,Unknown,Al-Bakha,ABT,2024-08-10 14:50+03:00,5,Airbus A320 NEO,flynas,Departure,,
F3 125,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 14:50+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10 14:50+03:00,
XY 305,,RUH,Unknown,Trabzon,TZX,2024-08-10 14:55+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1150,Riyadh King Khaled,RUH,Unknown,Ad Dammam,DMM,2024-08-10 15:00+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 15:00+03:00,
SV 1037,,RUH,Unknown,Jeddah,JED,2024-08-10 15:00+03:00,5,Boeing 777-300,Saudi Arabian,Departure,,
XY 21,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 15:05+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10 15:05+03:00,
E5 411,,RUH,Unknown,Cairo,CAI,2024-08-10 15:10+03:00,2,Airbus A320,Air Arabia Egypt,Departure,,
XY 353,Riyadh King Khaled,RUH,Unknown,Salalah,SLL,2024-08-10 15:15+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10 15:15+03:00,
F3 19,,RUH,Unknown,Abha,AHB,2024-08-10 15:20+03:00,5,Airbus A320,flyadeal,Departure,,
SV 520,,RUH,Unknown,Manama,BAH,2024-08-10 15:25+03:00,4,Airbus A321,Saudi Arabian,Departure,,
F3 573,Riyadh King Khaled,RUH,Departed,Istanbul,IST,2024-08-10 15:25+03:00,3,Airbus A320,flyadeal,Departure,2024-08-10 15:25+03:00,
XY 299,,RUH,Departed,Istanbul,IST,2024-08-10 15:30+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1463,Riyadh King Khaled,RUH,Departed,Medina,MED,2024-08-10 15:35+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-10 15:35+03:00,
XY 223,,RUH,Unknown,Doha,DOH,2024-08-10 15:40+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 581,,RUH,Departed,Antalya,AYT,2024-08-10 15:45+03:00,3,Airbus A320,flyadeal,Departure,,
XY 207,Riyadh King Khaled,RUH,Unknown,Dubai,DXB,2024-08-10 15:50+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10 15:50+03:00,
SV 1507,,RUH,Unknown,Rafha,RAH,2024-08-10 15:55+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1787,Riyadh King Khaled,RUH,Unknown,Jazan,GIZ,2024-08-10 16:00+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 16:00+03:00,
SV 1787,,RUH,Unknown,Jazan,GIZ,2024-08-10 16:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1039,,RUH,Unknown,Jeddah,JED,2024-08-10 16:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1039,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 16:00+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10 16:00+03:00,
SV 560,,RUH,Departed,Dubai,DXB,2024-08-10 16:00+03:00,4,Airbus A330,Saudi Arabian,Departure,,
SV 560,Riyadh King Khaled,RUH,Departed,Dubai,DXB,2024-08-10 16:00+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-10 16:00+03:00,
MS 690,,RUH,Unknown,Cairo,CAI,2024-08-10 16:00+03:00,2,Boeing 737-800,EgyptAir,Departure,,
MS 690,,RUH,Unknown,Cairo,CAI,2024-08-10 16:00+03:00,2,Boeing 737-800,EgyptAir,Departure,,
GF 190,Riyadh King Khaled,RUH,Unknown,Manama,BAH,2024-08-10 16:00+03:00,2,Airbus A320,Gulf Air,Departure,2024-08-10 16:00+03:00,
GF 190,,RUH,Unknown,Manama,BAH,2024-08-10 16:00+03:00,2,Airbus A320,Gulf Air,Departure,,
SV 510,Riyadh King Khaled,RUH,Unknown,Kuwait City,KWI,2024-08-10 16:05+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-10 16:05+03:00,
NP 152,,RUH,Unknown,Cairo,CAI,2024-08-10 16:05+03:00,2,Airbus A320,Nile Air,Departure,,
XY 33,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 16:05+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10 16:05+03:00,
SV 1675,,RUH,Unknown,Abha,AHB,2024-08-10 16:10+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
SV 1853,,RUH,Unknown,Neyran,EAM,2024-08-10 16:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
WY 684,Riyadh King Khaled,RUH,Unknown,Muscat,MCT,2024-08-10 16:25+03:00,2,Boeing 737,Oman Air,Departure,2024-08-10 16:25+03:00,
F3 131,,RUH,Unknown,Jeddah,JED,2024-08-10 16:25+03:00,5,Airbus A320,flyadeal,Departure,,
XY 271,Riyadh King Khaled,RUH,Unknown,Cairo,CAI,2024-08-10 16:25+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10 16:25+03:00,
EY 318,,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-10 16:30+03:00,3,Airbus A320,Etihad Airways,Departure,,
J9 226,Riyadh King Khaled,RUH,Unknown,Kuwait City,KWI,2024-08-10 16:30+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-10 16:30+03:00,
XY 277,,RUH,Unknown,Sharm el Sheikh,SSH,2024-08-10 16:35+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1927,,RUH,Unknown,Vadi-ed-Davasir,WAE,2024-08-10 16:35+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 313,Riyadh King Khaled,RUH,Unknown,Cairo,CAI,2024-08-10 16:40+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-10 16:40+03:00,
F3 21,,RUH,Unknown,Abha,AHB,2024-08-10 16:40+03:00,5,Airbus A320,flyadeal,Departure,,
SV 804,Riyadh King Khaled,RUH,Unknown,Dhaka,DAC,2024-08-10 16:50+03:00,4,Boeing 777-300,Saudi Arabian,Departure,2024-08-09 16:50+03:00,
F3 179,,RUH,Unknown,Ad Dammam,DMM,2024-08-10 16:50+03:00,5,Airbus A320,flyadeal,Departure,,
F3 509,,RUH,Unknown,Dubai,DXB,2024-08-10 16:55+03:00,3,Airbus A320,flyadeal,Departure,,
F3 229,Riyadh King Khaled,RUH,Departed,Medina,MED,2024-08-10 16:55+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10 16:55+03:00,
SV 1154,,RUH,Unknown,Ad Dammam,DMM,2024-08-10 17:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
G9 155,Riyadh King Khaled,RUH,Unknown,Sharjah,SHJ,2024-08-10 17:00+03:00,1,Airbus A321,Air Arabia,Departure,2024-08-10 17:00+03:00,
XY 133,,RUH,Unknown,Khail,HAS,2024-08-10 17:00+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1041,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 17:00+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 17:00+03:00,
W4 2992,,RUH,Departed,Vienna,VIE,2024-08-10 17:20+03:00,N/A,Airbus A320,Wizz Air Malta,Departure,,
F3 511,,RUH,Unknown,Dubai,DXB,2024-08-10 17:30+03:00,3,Airbus A320,flyadeal,Departure,,
XY 788,Riyadh King Khaled,RUH,Departed,Medina,MED,2024-08-10 17:30+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10 17:30+03:00,
SV 1703,,RUH,Unknown,Al-Bakha,ABT,2024-08-10 17:30+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1079,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 17:30+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-10 17:30+03:00,
XY 37,,RUH,Unknown,Jeddah,JED,2024-08-10 17:40+03:00,5,Airbus A320 NEO,flynas,Departure,,
XY 74,,RUH,Unknown,Ad Dammam,DMM,2024-08-10 17:45+03:00,5,Airbus A320 NEO,flynas,Departure,,
F3 23,Riyadh King Khaled,RUH,Unknown,Abha,AHB,2024-08-10 17:50+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10 17:50+03:00,
F3 587,,RUH,Departed,Tbilisi,TBS,2024-08-10 17:50+03:00,3,Airbus A320,flyadeal,Departure,,
F3 137,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 17:55+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10 17:55+03:00,
SV 1393,,RUH,Unknown,Al-Jawf,AJF,2024-08-10 17:55+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 552,Riyadh King Khaled,RUH,Unknown,Dubai,DXB,2024-08-10 18:00+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-10 18:00+03:00,
GF 168,,RUH,Unknown,Manama,BAH,2024-08-10 18:00+03:00,2,Boeing 787-9,Gulf Air,Departure,,
SV 1043,,RUH,Unknown,Jeddah,JED,2024-08-10 18:00+03:00,5,Boeing 777-300,Saudi Arabian,Departure,,
XY 233,Riyadh King Khaled,RUH,Unknown,Manama,BAH,2024-08-10 18:00+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10 18:00+03:00,
SV 1335,,RUH,Unknown,Khail,HAS,2024-08-10 18:10+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1583,Riyadh King Khaled,RUH,Unknown,Yanbu,YNB,2024-08-10 18:15+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10 18:15+03:00,
XY 269,,RUH,Unknown,Cairo,CAI,2024-08-10 18:15+03:00,3,Airbus A320 NEO,flynas,Departure,,
KU 776,,RUH,Unknown,Kuwait City,KWI,2024-08-10 18:25+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,,
XY 91,Riyadh King Khaled,RUH,Unknown,Abha,AHB,2024-08-10 18:30+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10 18:30+03:00,
SV 1677,,RUH,Unknown,Abha,AHB,2024-08-10 18:35+03:00,5,Airbus A330,Saudi Arabian,Departure,,
SV 333,Riyadh King Khaled,RUH,Unknown,Alexandria,HBE,2024-08-10 18:35+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-10 18:35+03:00,
XY 349,,RUH,Unknown,Hurghada,HRG,2024-08-10 18:40+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 139,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 18:45+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10 18:45+03:00,
XY 209,,RUH,Unknown,Dubai,DXB,2024-08-10 18:50+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 513,,RUH,Unknown,Dubai,DXB,2024-08-10 18:50+03:00,3,Airbus A320,flyadeal,Departure,,
SV 1529,Riyadh King Khaled,RUH,Unknown,Tabuk,TUU,2024-08-10 18:50+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 18:50+03:00,
PR 655,,RUH,Departed,Manila,MNL,2024-08-10 18:50+03:00,2,Airbus A330-300,Philippine,Departure,,
SV 637,Riyadh King Khaled,RUH,Unknown,Amman,AMM,2024-08-10 18:50+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-10 18:50+03:00,
XY 365,,RUH,Unknown,Trabzon,TZX,2024-08-10 18:55+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1160,Riyadh King Khaled,RUH,Unknown,Ad Dammam,DMM,2024-08-10 19:00+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 19:00+03:00,
SV 1045,,RUH,Unknown,Jeddah,JED,2024-08-10 19:00+03:00,5,Boeing 777,Saudi Arabian,Departure,,
XY 59,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 19:00+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10 19:00+03:00,
XY 253,,RUH,Unknown,Amman,AMM,2024-08-10 19:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1229,,RUH,Unknown,Arar,RAE,2024-08-10 19:10+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 337,Riyadh King Khaled,RUH,Unknown,Baku,GYD,2024-08-10 19:15+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10 19:15+03:00,
SV 1905,,RUH,Unknown,Taif,TIF,2024-08-10 19:15+03:00,5,Airbus A320,Saudi Arabian,Departure,,
RJ 731,Riyadh King Khaled,RUH,Unknown,Amman,AMM,2024-08-10 19:15+03:00,2,Embraer 195,Royal Jordanian,Departure,2024-08-10 19:15+03:00,
SV 1785,,RUH,Unknown,Jazan,GIZ,2024-08-10 19:20+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 97,,RUH,Departed,Medina,MED,2024-08-10 19:20+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1673,Riyadh King Khaled,RUH,Unknown,Abha,AHB,2024-08-10 19:25+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 19:25+03:00,
XY 259,,RUH,Unknown,Istanbul,SAW,2024-08-10 19:25+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1465,Riyadh King Khaled,RUH,Departed,Medina,MED,2024-08-10 19:35+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10 19:35+03:00,
SV 1572,,RUH,Unknown,Al Ula,ULH,2024-08-10 19:35+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 265,,RUH,Unknown,Cairo,CAI,2024-08-10 19:40+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 143,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-10 19:45+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10 19:45+03:00,
F3 621,,RUH,Unknown,Sharm el Sheikh,SSH,2024-08-10 19:45+03:00,3,Airbus A320,flyadeal,Departure,,
SV 1297,Riyadh King Khaled,RUH,Unknown,Gerayat,URY,2024-08-10 19:55+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10 19:55+03:00,
F3 14,,RUH,Unknown,Abha,AHB,2024-08-10 08:00+03:00,5,Airbus A320,flyadeal,Arrival,,
EK 819,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-10 08:05+03:00,2,Boeing 777-300ER,Emirates,Arrival,2024-08-10 07:10+04:00,
SV 3434,,RUH,Unknown,Alexandria,HBE,2024-08-10 08:05+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
NE 162,,RUH,Unknown,Cairo,CAI,2024-08-10 08:10+03:00,2,Airbus A320,Nesma,Arrival,,
SV 1133,Ad Dammam King Fahd,RUH,Unknown,Ad Dammam,DMM,2024-08-10 08:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10 07:00+03:00,
G9 151,,RUH,Unknown,Sharjah,SHJ,2024-08-10 08:20+03:00,1,Airbus A320,Air Arabia,Arrival,,
SV 1662,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-10 08:40+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-10 06:50+03:00,
6E 73,,RUH,Unknown,Mumbai,BOM,2024-08-10 08:40+03:00,2,Airbus A320 NEO,IndiGo,Arrival,,
XY 216,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-10 08:45+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10 07:50+04:00,
SV 1020,,RUH,Unknown,Jeddah,JED,2024-08-10 08:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
FZ 847,,RUH,Unknown,Dubai,DXB,2024-08-10 08:50+03:00,2,Boeing 737,flydubai,Arrival,,
SV 1480,Al Qaysumah Qaisumah Domestic,RUH,Unknown,Al Qaysumah,AQI,2024-08-10 08:55+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10 07:45+03:00,
SV 276,,RUH,Expected,Istanbul,IST,2024-08-10 08:55+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
EY 357,Abu Dhabi Island and Internal Islands City Abu Dhabi,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-10 09:00+03:00,3,Airbus A321,Etihad Airways,Arrival,2024-08-10 08:00+04:00,
SV 1394,,RUH,Unknown,Al-Jawf,AJF,2024-08-10 09:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 18,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-10 09:05+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10 07:15+03:00,
F3 102,,RUH,Unknown,Jeddah,JED,2024-08-10 09:10+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1764,,RUH,Unknown,Jazan,GIZ,2024-08-10 09:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1902,,RUH,Unknown,Taif,TIF,2024-08-10 09:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10 07:35+03:00,
SV 1230,,RUH,Unknown,Arar,RAE,2024-08-10 09:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 84,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-10 09:20+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10 07:45+03:00,
AT 254,Casablanca Mohammed V,RUH,Unknown,Casablanca,CMN,2024-08-10 09:25+03:00,1,Airbus A340-300,Royal Air Maroc,Arrival,2024-08-10 00:40+01:00,
F3 32,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-10 09:30+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10 07:40+03:00,
SV 1522,,RUH,Unknown,Tabuk,TUU,2024-08-10 09:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1022,,RUH,Unknown,Jeddah,JED,2024-08-10 09:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
XY 4,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-10 09:55+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10 08:05+03:00,
XY 122,,RUH,Unknown,Tabuk,TUU,2024-08-10 10:10+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 104,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-10 10:10+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10 08:30+03:00,
QR 1170,,RUH,Unknown,Doha,DOH,2024-08-10 10:15+03:00,3,Boeing 787-9,Qatar Airways,Arrival,,
SV 1139,,RUH,Unknown,Ad Dammam,DMM,2024-08-10 10:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
AI 921,Mumbai Chhatrapati Shivaji,RUH,Unknown,Mumbai,BOM,2024-08-10 10:25+03:00,2,Airbus A320 NEO,Air India,Arrival,2024-08-10 08:25+05:30,
SV 1842,,RUH,Unknown,Neyran,EAM,2024-08-10 10:30+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 82,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-10 10:30+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10 08:55+03:00,
SV 1885,,RUH,Unknown,Sharura,SHW,2024-08-10 10:35+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 106,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-10 10:35+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10 08:45+03:00,
SV 1664,,RUH,Unknown,Abha,AHB,2024-08-10 10:40+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
F3 224,,RUH,Expected,Medina,MED,2024-08-10 10:40+03:00,5,Airbus A320,flyadeal,Arrival,,
F3 204,,RUH,Unknown,Tabuk,TUU,2024-08-10 10:45+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10 08:45+03:00,
SV 1458,,RUH,Expected,Medina,MED,2024-08-10 10:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1024,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-10 10:50+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-10 09:00+03:00,
ME 424,,RUH,Unknown,Beirut,BEY,2024-08-10 10:50+03:00,3,Airbus A320,Middle East,Arrival,,
GF 163,Manama Bahrain,RUH,Unknown,Manama,BAH,2024-08-10 10:55+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-10 09:40+03:00,
XY 6,,RUH,Unknown,Jeddah,JED,2024-08-10 11:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
KU 773,Kuwait City Kuwait,RUH,Unknown,Kuwait City,KWI,2024-08-10 11:05+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,2024-08-10 09:50+03:00,
SV 1708,,RUH,Unknown,Al-Bakha,ABT,2024-08-10 11:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10 09:25+03:00,
SV 8294,,RUH,Unknown,Gerayat,URY,2024-08-10 11:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
TK 142,,RUH,Expected,Istanbul,IST,2024-08-10 11:15+03:00,3,Airbus A321,Turkish,Arrival,,
XY 256,Amman Queen Alia,RUH,Unknown,Amman,AMM,2024-08-10 11:15+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10 09:00+03:00,
XY 334,,RUH,Unknown,Lucknow,LKO,2024-08-10 11:20+03:00,3,Airbus A320 NEO,flynas,Arrival,,
A3 952,Athens Eleftherios Venizelos,RUH,Expected,Athens,ATH,2024-08-10 11:35+03:00,1,Airbus A320 NEO,Aegean,Arrival,2024-08-10 07:50+03:00,2024-08-10 08:19+03:00
SV 563,Dubai ,RUH,Expected,Dubai,DXB,2024-08-10 11:40+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-10 10:40+04:00,
QR 1172,,RUH,Unknown,Doha,DOH,2024-08-10 11:45+03:00,3,Airbus A330-200,Qatar Airways,Arrival,,
XY 94,,RUH,Expected,Medina,MED,2024-08-10 11:50+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1026,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-10 11:50+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-10 10:00+03:00,
MS 651,,RUH,Unknown,Cairo,CAI,2024-08-10 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,,
MS 651,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-10 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,2024-08-10 09:25+03:00,
SV 1272,,RUH,Unknown,Burayda,ELQ,2024-08-10 12:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
