flight_number,airport_code,departure_arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status,GateNumber
XY 37,JED,2024-08-29T17:40:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-29T14:40:00.0000000+00:00,Unknown,Closed,108A
F3 23,AHB,2024-08-29T17:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-29T14:50:00.0000000+00:00,Unknown,Closed,102A
F3 137,JED,2024-08-29T17:55:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-29T14:55:00.0000000+00:00,Unknown,Closed,105A
GF 168,BAH,2024-08-29T18:00:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Departure,2024-08-29T15:00:00.0000000+00:00,Unknown,Closed,107A
SV 1335,HAS,2024-08-29T18:10:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-29T15:10:00.0000000+00:00,Unknown,Closed,108A
XY 269,CAI,2024-08-29T18:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-29T15:15:00.0000000+00:00,Unknown,Closed,106A
XY 91,AHB,2024-08-29T18:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-29T15:30:00.0000000+00:00,Unknown,Closed,104A
SV 333,HBE,2024-08-29T18:35:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-29T15:35:00.0000000+00:00,Unknown,Closed,103A
F3 139,JED,2024-08-29T18:45:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-29T15:45:00.0000000+00:00,Unknown,Closed,109A
XY 209,DXB,2024-08-29T18:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-29T15:50:00.0000000+00:00,Unknown,Closed,108A
SV 1045,JED,2024-08-29T19:00:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-29T16:00:00.0000000+00:00,Unknown,Closed,106A
SV 1160,DMM,2024-08-29T19:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-29T16:00:00.0000000+00:00,Unknown,Closed,104A
SV 1229,RAE,2024-08-29T19:10:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-29T16:10:00.0000000+00:00,Unknown,Closed,106A
SV 1785,GIZ,2024-08-29T19:20:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-29T16:20:00.0000000+00:00,Unknown,Closed,103A
XY 259,SAW,2024-08-29T19:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-29T16:25:00.0000000+00:00,Unknown,Closed,109A
SV 1465,MED,2024-08-29T19:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-29T16:35:00.0000000+00:00,Departed,Closed,102A
SV 1297,URY,2024-08-29T19:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-29T16:55:00.0000000+00:00,Unknown,Closed,106A
EK 819,DXB,2024-08-29T08:05:00.0000000+03:00,2,Boeing 777,Emirates,Arrival,2024-08-29T03:10:00.0000000+00:00,Unknown,Closed,101A
SV 1586,YNB,2024-08-29T08:20:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T03:35:00.0000000+00:00,Unknown,Closed,101A
SV 1662,AHB,2024-08-29T08:40:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-29T03:50:00.0000000+00:00,Unknown,Closed,108A
FZ 847,DXB,2024-08-29T08:50:00.0000000+03:00,2,Boeing 737,flydubai,Arrival,2024-08-29T03:50:00.0000000+00:00,Unknown,Closed,102A
XY 216,DXB,2024-08-29T08:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-29T04:00:00.0000000+00:00,Unknown,Closed,102A
SV 1394,AJF,2024-08-29T09:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T04:20:00.0000000+00:00,Unknown,Closed,103A
F3 102,JED,2024-08-29T09:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T04:30:00.0000000+00:00,Unknown,Closed,108A
SV 1230,RAE,2024-08-29T09:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T04:30:00.0000000+00:00,Unknown,Closed,106A
F3 32,GIZ,2024-08-29T09:30:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T04:40:00.0000000+00:00,Unknown,Closed,107A
SV 1022,JED,2024-08-29T09:50:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-29T05:00:00.0000000+00:00,Unknown,Closed,104A
XY 122,TUU,2024-08-29T10:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T05:15:00.0000000+00:00,Unknown,Closed,105A
SV 1139,DMM,2024-08-29T10:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T06:00:00.0000000+00:00,Unknown,Closed,101A
AI 921,BOM,2024-08-29T10:25:00.0000000+03:00,2,Airbus A320 NEO,Air India,Arrival,2024-08-29T02:55:00.0000000+00:00,Unknown,Closed,103A
SV 1842,EAM,2024-08-29T10:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T05:40:00.0000000+00:00,Unknown,Closed,106A
F3 224,MED,2024-08-29T10:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T06:10:00.0000000+00:00,Expected,Closed,104A
F3 204,TUU,2024-08-29T10:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T05:45:00.0000000+00:00,Unknown,Closed,106A
ME 424,AMM,2024-08-29T10:50:00.0000000+03:00,3,Airbus A321 NEO,Middle East,Arrival,2024-08-29T05:30:00.0000000+00:00,Expected,Closed,106A
XY 6,JED,2024-08-29T11:00:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T06:10:00.0000000+00:00,Unknown,Closed,101A
KU 773,KWI,2024-08-29T11:05:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,2024-08-29T06:50:00.0000000+00:00,Unknown,Closed,105A
SV 8294,URY,2024-08-29T11:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T06:15:00.0000000+00:00,Unknown,Closed,108A
XY 94,MED,2024-08-29T11:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T07:25:00.0000000+00:00,Expected,Closed,109A
MS 651,CAI,2024-08-29T12:00:00.0000000+03:00,2,Airbus A330-300,EgyptAir,Arrival,2024-08-29T06:25:00.0000000+00:00,Unknown,Closed,103A
SV 1272,ELQ,2024-08-29T12:10:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T08:05:00.0000000+00:00,Unknown,Closed,105A
SV 513,KWI,2024-08-29T12:15:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-29T07:50:00.0000000+00:00,Unknown,Closed,107A
XY 202,DXB,2024-08-29T12:20:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-29T07:25:00.0000000+00:00,Unknown,Closed,102A
J9 221,KWI,2024-08-29T12:40:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Arrival,2024-08-29T08:25:00.0000000+00:00,Unknown,Closed,106A
SV 1028,JED,2024-08-29T12:50:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-29T08:00:00.0000000+00:00,Unknown,Closed,108A
NP 151,CAI,2024-08-29T13:00:00.0000000+03:00,2,Airbus A321,Nile Air,Arrival,2024-08-29T07:15:00.0000000+00:00,Unknown,Closed,101A
XY 264,CAI,2024-08-29T13:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-29T07:50:00.0000000+00:00,Unknown,Closed,104A
SV 807,DAC,2024-08-29T13:45:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-29T04:40:00.0000000+00:00,Unknown,Closed,103A
F3 16,AHB,2024-08-29T13:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T09:05:00.0000000+00:00,Unknown,Closed,105A
SV 1030,JED,2024-08-29T13:50:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-29T09:00:00.0000000+00:00,Unknown,Closed,102A
SV 1900,TIF,2024-08-29T13:55:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T09:20:00.0000000+00:00,Unknown,Closed,104A
F3 116,JED,2024-08-29T14:05:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T09:25:00.0000000+00:00,Unknown,Closed,102A
SV 1143,DMM,2024-08-29T14:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T10:00:00.0000000+00:00,Unknown,Closed,103A
XY 22,JED,2024-08-29T14:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T09:30:00.0000000+00:00,Unknown,Closed,101A
XY 344,SJJ,2024-08-29T14:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-29T06:20:00.0000000+00:00,Unknown,Closed,105A
SV 1510,TUI,2024-08-29T14:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T09:40:00.0000000+00:00,Unknown,Closed,107A
XY 310,TBS,2024-08-29T14:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-29T08:35:00.0000000+00:00,Expected,Closed,102A
SV 38,IAD,2024-08-29T14:50:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,2024-08-28T23:10:00.0000000+00:00,Expected,Closed,109A
SV 1238,RAE,2024-08-29T15:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T10:15:00.0000000+00:00,Unknown,Closed,103A
GF 189,BAH,2024-08-29T15:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-29T10:45:00.0000000+00:00,Unknown,Closed,109A
F3 34,GIZ,2024-08-29T15:15:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T10:25:00.0000000+00:00,Unknown,Closed,105A
XY 136,EAM,2024-08-29T15:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T10:50:00.0000000+00:00,Unknown,Closed,102A
SV 1864,EAM,2024-08-29T15:25:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T10:35:00.0000000+00:00,Unknown,Closed,101A
F3 120,JED,2024-08-29T15:35:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T10:55:00.0000000+00:00,Unknown,Closed,105A
J9 225,KWI,2024-08-29T15:45:00.0000000+03:00,2,Airbus A320 NEO,Jazeera Airways,Arrival,2024-08-29T11:30:00.0000000+00:00,Unknown,Closed,101A
F3 606,CAI,2024-08-29T16:00:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-29T10:10:00.0000000+00:00,Unknown,Closed,101A
SV 1524,TUU,2024-08-29T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T10:55:00.0000000+00:00,Unknown,Closed,107A
XY 36,JED,2024-08-29T16:00:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T11:10:00.0000000+00:00,Unknown,Closed,105A
F3 54,TIF,2024-08-29T16:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T11:30:00.0000000+00:00,Unknown,Closed,104A
F3 76,EAM,2024-08-29T16:15:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T11:30:00.0000000+00:00,Unknown,Closed,101A
SV 1244,DWD,2024-08-29T16:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T12:40:00.0000000+00:00,Unknown,Closed,108A
SV 1036,JED,2024-08-29T16:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T12:00:00.0000000+00:00,Unknown,Closed,108A
GF 167,BAH,2024-08-29T17:00:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-29T12:45:00.0000000+00:00,Unknown,Closed,107A
SV 1460,MED,2024-08-29T17:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T12:30:00.0000000+00:00,Expected,Closed,103A
KU 775,KWI,2024-08-29T17:10:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,2024-08-29T12:50:00.0000000+00:00,Unknown,Closed,106A
PR 654,MNL,2024-08-29T17:20:00.0000000+03:00,2,Airbus A330-300,Philippine,Arrival,2024-08-29T04:25:00.0000000+00:00,Expected,Closed,106A
XY 150,AJF,2024-08-29T17:25:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T12:45:00.0000000+00:00,Unknown,Closed,102A
SV 634,AMM,2024-08-29T17:45:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-29T12:25:00.0000000+00:00,Expected,Closed,109A
SV 1808,GIZ,2024-08-29T17:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T12:55:00.0000000+00:00,Unknown,Closed,107A
EK 817,DXB,2024-08-29T18:00:00.0000000+03:00,2,Airbus A380-800,Emirates,Arrival,2024-08-29T12:55:00.0000000+00:00,Unknown,Closed,109A
SV 1672,AHB,2024-08-29T18:05:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-29T13:15:00.0000000+00:00,Unknown,Closed,106A
F3 128,JED,2024-08-29T18:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T13:35:00.0000000+00:00,Unknown,Closed,101A
XY 268,CAI,2024-08-29T18:30:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-29T12:45:00.0000000+00:00,Unknown,Closed,103A
XY 142,ABT,2024-08-29T18:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T14:05:00.0000000+00:00,Unknown,Closed,101A
SV 110,LHR,2024-08-29T18:45:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-29T09:00:00.0000000+00:00,Expected,Closed,101A
SV 521,BAH,2024-08-29T18:55:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-29T14:35:00.0000000+00:00,Unknown,Closed,108A
QR 1172,DOH,2024-08-29T19:00:00.0000000+03:00,3,Airbus A330-200,Qatar Airways,Arrival,2024-08-29T14:30:00.0000000+00:00,Expected,Closed,104A
SV 1526,TUU,2024-08-29T19:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T14:00:00.0000000+00:00,Unknown,Closed,102A
SV 1080,JED,2024-08-29T19:20:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-29T14:30:00.0000000+00:00,Unknown,Closed,101A
SV 1508,RAH,2024-08-29T19:25:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-29T15:00:00.0000000+00:00,Unknown,Closed,105A
XY 46,JED,2024-08-29T19:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-29T14:45:00.0000000+00:00,Unknown,Closed,104A
F3 148,JED,2024-08-29T19:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-29T15:05:00.0000000+00:00,Unknown,Closed,108A
SV 1926,WAE,2024-08-29T19:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-29T15:35:00.0000000+00:00,Unknown,Closed,102A
SV 1462,MED,2024-08-29T19:50:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-29T15:10:00.0000000+00:00,Expected,Closed,105A
SV 1295,URY,2024-08-30T08:05:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T05:05:00.0000000+00:00,Unknown,Closed,102A
XY 93,MED,2024-08-30T08:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T05:10:00.0000000+00:00,Departed,Closed,107A
XY 257,SAW,2024-08-30T08:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T05:35:00.0000000+00:00,Unknown,Closed,108A
XY 219,DXB,2024-08-30T08:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T05:45:00.0000000+00:00,Unknown,Closed,105A
SV 37,IAD,2024-08-30T08:50:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Departure,2024-08-30T05:50:00.0000000+00:00,Departed,Closed,104A
SV 1533,TUU,2024-08-30T09:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T06:00:00.0000000+00:00,Unknown,Closed,108A
SV 596,DXB,2024-08-30T09:00:00.0000000+03:00,4,Airbus A321 NEO,Saudi Arabian,Departure,2024-08-30T06:00:00.0000000+00:00,Unknown,Closed,102A
SV 239,GVA,2024-08-30T09:05:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-30T06:05:00.0000000+00:00,Departed,Closed,107A
SV 1805,GIZ,2024-08-30T09:05:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T06:05:00.0000000+00:00,Unknown,Closed,105A
XY 273,CAI,2024-08-30T09:10:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T06:10:00.0000000+00:00,Unknown,Closed,107A
SV 195,ATH,2024-08-30T09:25:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-30T06:25:00.0000000+00:00,Departed,Closed,109A
EK 820,DXB,2024-08-30T09:40:00.0000000+03:00,2,Boeing 777-300ER,Emirates,Departure,2024-08-30T06:40:00.0000000+00:00,Unknown,Closed,104A
F3 15,AHB,2024-08-30T09:45:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T06:45:00.0000000+00:00,Unknown,Closed,108A
SV 207,FCO,2024-08-30T09:55:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-30T06:55:00.0000000+00:00,Unknown,Closed,101A
SV 1027,JED,2024-08-30T10:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T07:00:00.0000000+00:00,Unknown,Closed,106A
SV 1511,TUI,2024-08-30T10:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T07:00:00.0000000+00:00,Unknown,Closed,108A
EY 358,AUH,2024-08-30T10:05:00.0000000+03:00,3,Airbus A321,Etihad Airways,Departure,2024-08-30T07:05:00.0000000+00:00,Unknown,Closed,104A
SV 1669,AHB,2024-08-30T10:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T07:10:00.0000000+00:00,Unknown,Closed,109A
SV 1140,DMM,2024-08-30T11:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T08:00:00.0000000+00:00,Unknown,Closed,105A
SV 1865,EAM,2024-08-30T11:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T08:05:00.0000000+00:00,Unknown,Closed,108A
SV 1525,TUU,2024-08-30T11:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T08:10:00.0000000+00:00,Unknown,Closed,108A
F3 119,JED,2024-08-30T11:25:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T08:25:00.0000000+00:00,Unknown,Closed,101A
XY 35,JED,2024-08-30T11:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T08:30:00.0000000+00:00,Unknown,Closed,106A
QR 1171,DOH,2024-08-30T11:45:00.0000000+03:00,3,Airbus A350-900,Qatar Airways,Departure,2024-08-30T08:45:00.0000000+00:00,Canceled,Closed,101A
SV 417,CAI,2024-08-30T11:50:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-30T08:50:00.0000000+00:00,Unknown,Closed,102A
F3 607,CAI,2024-08-30T12:00:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-30T09:00:00.0000000+00:00,Unknown,Closed,103A
XY 267,CAI,2024-08-30T12:00:00.0000000+03:00,3,Airbus A320 (Sharklets),flynas,Departure,2024-08-30T09:00:00.0000000+00:00,Unknown,Closed,109A
GF 164,BAH,2024-08-30T12:05:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Departure,2024-08-30T09:05:00.0000000+00:00,Unknown,Closed,105A
F3 53,TIF,2024-08-30T12:10:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T09:10:00.0000000+00:00,Unknown,Closed,103A
KU 774,KWI,2024-08-30T12:25:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-30T09:25:00.0000000+00:00,Unknown,Closed,101A
XY 89,AHB,2024-08-30T12:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T09:55:00.0000000+00:00,Unknown,Closed,105A
MS 652,CAI,2024-08-30T13:00:00.0000000+03:00,2,Airbus A330-300,EgyptAir,Departure,2024-08-30T10:00:00.0000000+00:00,Unknown,Closed,102A
SV 1461,MED,2024-08-30T13:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T10:00:00.0000000+00:00,Departed,Closed,104A
XY 19,JED,2024-08-30T13:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T10:10:00.0000000+00:00,Unknown,Closed,109A
J9 222,KWI,2024-08-30T13:25:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-30T10:25:00.0000000+00:00,Unknown,Closed,106A
F3 121,JED,2024-08-30T13:30:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T10:30:00.0000000+00:00,Unknown,Closed,107A
SV 1671,AHB,2024-08-30T13:40:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T10:40:00.0000000+00:00,Unknown,Closed,105A
SV 1035,JED,2024-08-30T14:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T11:00:00.0000000+00:00,Unknown,Closed,107A
SV 1389,AJF,2024-08-30T14:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T11:30:00.0000000+00:00,Unknown,Closed,103A
XY 85,AHB,2024-08-30T14:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T11:35:00.0000000+00:00,Unknown,Closed,103A
F3 125,JED,2024-08-30T14:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T11:50:00.0000000+00:00,Unknown,Closed,103A
IX 996,HYD,2024-08-30T14:55:00.0000000+03:00,2,Boeing 737,Air India Express,Departure,2024-08-30T11:55:00.0000000+00:00,Unknown,Closed,103A
SV 637,AMM,2024-08-30T14:55:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-30T11:55:00.0000000+00:00,Unknown,Closed,101A
SV 1037,JED,2024-08-30T15:00:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Departure,2024-08-30T12:00:00.0000000+00:00,Unknown,Closed,109A
E5 338,HBE,2024-08-30T15:10:00.0000000+03:00,2,Airbus A320,Air Arabia Egypt,Departure,2024-08-30T12:10:00.0000000+00:00,Unknown,Closed,105A
F3 19,AHB,2024-08-30T15:20:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T12:20:00.0000000+00:00,Unknown,Closed,107A
XY 223,DOH,2024-08-30T15:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T12:40:00.0000000+00:00,Departed,Closed,106A
XY 207,DXB,2024-08-30T15:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T12:50:00.0000000+00:00,Unknown,Closed,102A
SV 560,DXB,2024-08-30T16:00:00.0000000+03:00,4,Airbus A321 NEO,Saudi Arabian,Departure,2024-08-30T13:00:00.0000000+00:00,Unknown,Closed,107A
GF 190,BAH,2024-08-30T16:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Departure,2024-08-30T13:00:00.0000000+00:00,Unknown,Closed,106A
SV 1787,GIZ,2024-08-30T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T13:00:00.0000000+00:00,Unknown,Closed,108A
XY 33,JED,2024-08-30T16:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T13:05:00.0000000+00:00,Unknown,Closed,104A
SV 1675,AHB,2024-08-30T16:10:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-30T13:10:00.0000000+00:00,Unknown,Closed,103A
SV 1853,EAM,2024-08-30T16:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T13:15:00.0000000+00:00,Unknown,Closed,105A
F3 131,JED,2024-08-30T16:25:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T13:25:00.0000000+00:00,Unknown,Closed,109A
EY 318,AUH,2024-08-30T16:30:00.0000000+03:00,3,Airbus A321,Etihad Airways,Departure,2024-08-30T13:30:00.0000000+00:00,Unknown,Closed,106A
SV 1927,WAE,2024-08-30T16:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T13:35:00.0000000+00:00,Unknown,Closed,107A
F3 21,AHB,2024-08-30T16:40:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T13:40:00.0000000+00:00,Unknown,Closed,104A
F3 509,DXB,2024-08-30T16:55:00.0000000+03:00,3,Airbus A320 NEO,flyadeal,Departure,2024-08-30T13:55:00.0000000+00:00,Unknown,Closed,105A
SV 1154,DMM,2024-08-30T17:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T14:00:00.0000000+00:00,Unknown,Closed,107A
SV 1041,JED,2024-08-30T17:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T14:00:00.0000000+00:00,Unknown,Closed,101A
SV 1703,ABT,2024-08-30T17:30:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T14:30:00.0000000+00:00,Unknown,Closed,103A
XY 788,MED,2024-08-30T17:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T14:30:00.0000000+00:00,Departed,Closed,101A
XY 37,JED,2024-08-30T17:40:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T14:40:00.0000000+00:00,Unknown,Closed,109A
XY 74,DMM,2024-08-30T17:45:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T14:45:00.0000000+00:00,Unknown,Closed,102A
F3 137,JED,2024-08-30T17:55:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-30T14:55:00.0000000+00:00,Unknown,Closed,101A
SV 552,DXB,2024-08-30T18:00:00.0000000+03:00,4,Boeing 787-9,Saudi Arabian,Departure,2024-08-30T15:00:00.0000000+00:00,Departed,Closed,103A
SV 1043,JED,2024-08-30T18:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T15:00:00.0000000+00:00,Unknown,Closed,108A
XY 233,BAH,2024-08-30T18:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T15:00:00.0000000+00:00,Unknown,Closed,104A
SV 1583,YNB,2024-08-30T18:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T15:15:00.0000000+00:00,Unknown,Closed,107A
XY 269,CAI,2024-08-30T18:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T15:15:00.0000000+00:00,Unknown,Closed,106A
