flight_number,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status
SV 513,KWI,2024-08-29 12:15+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 07:50:00+00:00,Unknown,Closed
XY 202,DXB,2024-08-29 12:20+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 07:25:00+00:00,Unknown,Closed
J9 221,KWI,2024-08-29 12:40+03:00,2.0,Airbus A320,Jazeera Airways,Arrival,2024-08-29 08:25:00+00:00,Unknown,Closed
SV 1028,JED,2024-08-29 12:50+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-29 08:00:00+00:00,Unknown,Closed
NP 151,CAI,2024-08-29 13:00+03:00,2.0,Airbus A321,Nile Air,Arrival,2024-08-29 07:15:00+00:00,Unknown,Closed
XY 264,CAI,2024-08-29 13:35+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 07:50:00+00:00,Unknown,Closed
SV 807,DAC,2024-08-29 13:45+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-29 04:40:00+00:00,Unknown,Closed
F3 16,AHB,2024-08-29 13:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 09:05:00+00:00,Unknown,Closed
SV 1030,JED,2024-08-29 13:50+03:00,5.0,Airbus A330-300,Saudi Arabian,Arrival,2024-08-29 09:00:00+00:00,Unknown,Closed
SV 1900,TIF,2024-08-29 13:55+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-29 09:20:00+00:00,Unknown,Closed
F3 116,JED,2024-08-29 14:05+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 09:25:00+00:00,Unknown,Closed
SV 1143,DMM,2024-08-29 14:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 10:00:00+00:00,Unknown,Closed
XY 22,JED,2024-08-29 14:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 09:30:00+00:00,Unknown,Closed
XY 344,SJJ,2024-08-29 14:25+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 06:20:00+00:00,Unknown,Closed
SV 1510,TUI,2024-08-29 14:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 09:40:00+00:00,Unknown,Closed
XY 310,TBS,2024-08-29 14:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 08:35:00+00:00,Expected,Closed
SV 38,IAD,2024-08-29 14:50+03:00,4.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-28 23:10:00+00:00,Expected,Closed
SV 1238,RAE,2024-08-29 15:00+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-29 10:15:00+00:00,Unknown,Closed
GF 189,BAH,2024-08-29 15:00+03:00,2.0,Airbus A320,Gulf Air,Arrival,2024-08-29 10:45:00+00:00,Unknown,Closed
F3 34,GIZ,2024-08-29 15:15+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 10:25:00+00:00,Unknown,Closed
XY 136,EAM,2024-08-29 15:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 10:50:00+00:00,Unknown,Closed
SV 1864,EAM,2024-08-29 15:25+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-29 10:35:00+00:00,Unknown,Closed
F3 120,JED,2024-08-29 15:35+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 10:55:00+00:00,Unknown,Closed
J9 225,KWI,2024-08-29 15:45+03:00,2.0,Airbus A320 NEO,Jazeera Airways,Arrival,2024-08-29 11:30:00+00:00,Unknown,Closed
F3 606,CAI,2024-08-29 16:00+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-29 10:10:00+00:00,Unknown,Closed
SV 1524,TUU,2024-08-29 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 10:55:00+00:00,Unknown,Closed
XY 36,JED,2024-08-29 16:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 11:10:00+00:00,Unknown,Closed
F3 54,TIF,2024-08-29 16:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 11:30:00+00:00,Unknown,Closed
F3 76,EAM,2024-08-29 16:15+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 11:30:00+00:00,Unknown,Closed
SV 1244,DWD,2024-08-29 16:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 12:40:00+00:00,Unknown,Closed
SV 1036,JED,2024-08-29 16:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 12:00:00+00:00,Unknown,Closed
GF 167,BAH,2024-08-29 17:00+03:00,2.0,Boeing 787-9,Gulf Air,Arrival,2024-08-29 12:45:00+00:00,Unknown,Closed
SV 1460,MED,2024-08-29 17:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-29 12:30:00+00:00,Expected,Closed
KU 775,KWI,2024-08-29 17:10+03:00,2.0,Airbus A320 NEO,Kuwait Airways,Arrival,2024-08-29 12:50:00+00:00,Unknown,Closed
PR 654,MNL,2024-08-29 17:20+03:00,2.0,Airbus A330-300,Philippine,Arrival,2024-08-29 04:25:00+00:00,Expected,Closed
XY 150,AJF,2024-08-29 17:25+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 12:45:00+00:00,Unknown,Closed
SV 634,AMM,2024-08-29 17:45+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 12:25:00+00:00,Expected,Closed
SV 1808,GIZ,2024-08-29 17:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 12:55:00+00:00,Unknown,Closed
EK 817,DXB,2024-08-29 18:00+03:00,2.0,Airbus A380-800,Emirates,Arrival,2024-08-29 12:55:00+00:00,Unknown,Closed
SV 1672,AHB,2024-08-29 18:05+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-29 13:15:00+00:00,Unknown,Closed
F3 128,JED,2024-08-29 18:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 13:35:00+00:00,Unknown,Closed
XY 268,CAI,2024-08-29 18:30+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 12:45:00+00:00,Unknown,Closed
XY 142,ABT,2024-08-29 18:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 14:05:00+00:00,Unknown,Closed
SV 110,LHR,2024-08-29 18:45+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-29 09:00:00+00:00,Expected,Closed
SV 521,BAH,2024-08-29 18:55+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 14:35:00+00:00,Unknown,Closed
QR 1172,DOH,2024-08-29 19:00+03:00,3.0,Airbus A330-200,Qatar Airways,Arrival,2024-08-29 14:30:00+00:00,Expected,Closed
SV 1526,TUU,2024-08-29 19:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-29 14:00:00+00:00,Unknown,Closed
SV 1080,JED,2024-08-29 19:20+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-29 14:30:00+00:00,Unknown,Closed
SV 1508,RAH,2024-08-29 19:25+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-29 15:00:00+00:00,Unknown,Closed
XY 46,JED,2024-08-29 19:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-29 14:45:00+00:00,Unknown,Closed
F3 148,JED,2024-08-29 19:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-29 15:05:00+00:00,Unknown,Closed
SV 1926,WAE,2024-08-29 19:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-29 15:35:00+00:00,Unknown,Closed
SV 1462,MED,2024-08-29 19:50+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-29 15:10:00+00:00,Expected,Closed
SV 1295,URY,2024-08-30 08:05+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 05:05:00+00:00,Unknown,Closed
XY 93,MED,2024-08-30 08:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 05:10:00+00:00,Departed,Closed
XY 257,SAW,2024-08-30 08:35+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 05:35:00+00:00,Unknown,Closed
XY 219,DXB,2024-08-30 08:45+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 05:45:00+00:00,Unknown,Closed
SV 37,IAD,2024-08-30 08:50+03:00,4.0,Boeing 777,Saudi Arabian,Departure,2024-08-30 05:50:00+00:00,Departed,Closed
SV 1533,TUU,2024-08-30 09:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 06:00:00+00:00,Unknown,Closed
SV 596,DXB,2024-08-30 09:00+03:00,4.0,Airbus A321 NEO,Saudi Arabian,Departure,2024-08-30 06:00:00+00:00,Unknown,Closed
SV 239,GVA,2024-08-30 09:05+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 06:05:00+00:00,Departed,Closed
SV 1805,GIZ,2024-08-30 09:05+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 06:05:00+00:00,Unknown,Closed
XY 273,CAI,2024-08-30 09:10+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 06:10:00+00:00,Unknown,Closed
SV 195,ATH,2024-08-30 09:25+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 06:25:00+00:00,Departed,Closed
EK 820,DXB,2024-08-30 09:40+03:00,2.0,Boeing 777-300ER,Emirates,Departure,2024-08-30 06:40:00+00:00,Unknown,Closed
F3 15,AHB,2024-08-30 09:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 06:45:00+00:00,Unknown,Closed
SV 207,FCO,2024-08-30 09:55+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 06:55:00+00:00,Unknown,Closed
SV 1027,JED,2024-08-30 10:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 07:00:00+00:00,Unknown,Closed
SV 1511,TUI,2024-08-30 10:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 07:00:00+00:00,Unknown,Closed
EY 358,AUH,2024-08-30 10:05+03:00,3.0,Airbus A321,Etihad Airways,Departure,2024-08-30 07:05:00+00:00,Unknown,Closed
SV 1669,AHB,2024-08-30 10:10+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 07:10:00+00:00,Unknown,Closed
SV 1140,DMM,2024-08-30 11:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 08:00:00+00:00,Unknown,Closed
SV 1865,EAM,2024-08-30 11:05+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 08:05:00+00:00,Unknown,Closed
SV 1525,TUU,2024-08-30 11:10+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 08:10:00+00:00,Unknown,Closed
F3 119,JED,2024-08-30 11:25+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 08:25:00+00:00,Unknown,Closed
XY 35,JED,2024-08-30 11:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 08:30:00+00:00,Unknown,Closed
QR 1171,DOH,2024-08-30 11:45+03:00,3.0,Airbus A350-900,Qatar Airways,Departure,2024-08-30 08:45:00+00:00,Canceled,Closed
SV 417,CAI,2024-08-30 11:50+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-30 08:50:00+00:00,Unknown,Closed
F3 607,CAI,2024-08-30 12:00+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-30 09:00:00+00:00,Unknown,Closed
XY 267,CAI,2024-08-30 12:00+03:00,3.0,Airbus A320 (Sharklets),flynas,Departure,2024-08-30 09:00:00+00:00,Unknown,Closed
GF 164,BAH,2024-08-30 12:05+03:00,2.0,Boeing 787-9,Gulf Air,Departure,2024-08-30 09:05:00+00:00,Unknown,Closed
F3 53,TIF,2024-08-30 12:10+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 09:10:00+00:00,Unknown,Closed
KU 774,KWI,2024-08-30 12:25+03:00,2.0,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-30 09:25:00+00:00,Unknown,Closed
XY 89,AHB,2024-08-30 12:55+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 09:55:00+00:00,Unknown,Closed
MS 652,CAI,2024-08-30 13:00+03:00,2.0,Airbus A330-300,EgyptAir,Departure,2024-08-30 10:00:00+00:00,Unknown,Closed
SV 1461,MED,2024-08-30 13:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 10:00:00+00:00,Departed,Closed
XY 19,JED,2024-08-30 13:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 10:10:00+00:00,Unknown,Closed
J9 222,KWI,2024-08-30 13:25+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-30 10:25:00+00:00,Unknown,Closed
F3 121,JED,2024-08-30 13:30+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 10:30:00+00:00,Unknown,Closed
SV 1671,AHB,2024-08-30 13:40+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 10:40:00+00:00,Unknown,Closed
SV 1035,JED,2024-08-30 14:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 11:00:00+00:00,Unknown,Closed
SV 1389,AJF,2024-08-30 14:30+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 11:30:00+00:00,Unknown,Closed
XY 85,AHB,2024-08-30 14:35+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 11:35:00+00:00,Unknown,Closed
F3 125,JED,2024-08-30 14:50+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 11:50:00+00:00,Unknown,Closed
IX 996,HYD,2024-08-30 14:55+03:00,2.0,Boeing 737,Air India Express,Departure,2024-08-30 11:55:00+00:00,Unknown,Closed
SV 637,AMM,2024-08-30 14:55+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 11:55:00+00:00,Unknown,Closed
SV 1037,JED,2024-08-30 15:00+03:00,5.0,Airbus A330-300,Saudi Arabian,Departure,2024-08-30 12:00:00+00:00,Unknown,Closed
E5 338,HBE,2024-08-30 15:10+03:00,2.0,Airbus A320,Air Arabia Egypt,Departure,2024-08-30 12:10:00+00:00,Unknown,Closed
F3 19,AHB,2024-08-30 15:20+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 12:20:00+00:00,Unknown,Closed
XY 223,DOH,2024-08-30 15:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 12:40:00+00:00,Departed,Closed
XY 207,DXB,2024-08-30 15:50+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 12:50:00+00:00,Unknown,Closed
SV 560,DXB,2024-08-30 16:00+03:00,4.0,Airbus A321 NEO,Saudi Arabian,Departure,2024-08-30 13:00:00+00:00,Unknown,Closed
GF 190,BAH,2024-08-30 16:00+03:00,2.0,Airbus A320,Gulf Air,Departure,2024-08-30 13:00:00+00:00,Unknown,Closed
SV 1787,GIZ,2024-08-30 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 13:00:00+00:00,Unknown,Closed
XY 33,JED,2024-08-30 16:05+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 13:05:00+00:00,Unknown,Closed
SV 1675,AHB,2024-08-30 16:10+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-30 13:10:00+00:00,Unknown,Closed
SV 1853,EAM,2024-08-30 16:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 13:15:00+00:00,Unknown,Closed
F3 131,JED,2024-08-30 16:25+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 13:25:00+00:00,Unknown,Closed
EY 318,AUH,2024-08-30 16:30+03:00,3.0,Airbus A321,Etihad Airways,Departure,2024-08-30 13:30:00+00:00,Unknown,Closed
SV 1927,WAE,2024-08-30 16:35+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 13:35:00+00:00,Unknown,Closed
F3 21,AHB,2024-08-30 16:40+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 13:40:00+00:00,Unknown,Closed
F3 509,DXB,2024-08-30 16:55+03:00,3.0,Airbus A320 NEO,flyadeal,Departure,2024-08-30 13:55:00+00:00,Unknown,Closed
SV 1154,DMM,2024-08-30 17:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 14:00:00+00:00,Unknown,Closed
SV 1041,JED,2024-08-30 17:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 14:00:00+00:00,Unknown,Closed
SV 1703,ABT,2024-08-30 17:30+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 14:30:00+00:00,Unknown,Closed
XY 788,MED,2024-08-30 17:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 14:30:00+00:00,Departed,Closed
XY 37,JED,2024-08-30 17:40+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 14:40:00+00:00,Unknown,Closed
XY 74,DMM,2024-08-30 17:45+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 14:45:00+00:00,Unknown,Closed
F3 137,JED,2024-08-30 17:55+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-30 14:55:00+00:00,Unknown,Closed
SV 552,DXB,2024-08-30 18:00+03:00,4.0,Boeing 787-9,Saudi Arabian,Departure,2024-08-30 15:00:00+00:00,Departed,Closed
SV 1043,JED,2024-08-30 18:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 15:00:00+00:00,Unknown,Closed
XY 233,BAH,2024-08-30 18:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 15:00:00+00:00,Unknown,Closed
SV 1583,YNB,2024-08-30 18:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 15:15:00+00:00,Unknown,Closed
XY 269,CAI,2024-08-30 18:15+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 15:15:00+00:00,Unknown,Closed
NE 161,CAI,2024-08-30 18:30+03:00,2.0,Boeing 737,Nesma,Departure,2024-08-30 15:30:00+00:00,Unknown,Closed
SV 333,HBE,2024-08-30 18:35+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 15:35:00+00:00,Unknown,Closed
F3 513,DXB,2024-08-30 18:50+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-30 15:50:00+00:00,Unknown,Closed
SV 1529,TUU,2024-08-30 18:50+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 15:50:00+00:00,Unknown,Closed
XY 141,ABT,2024-08-30 18:55+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 15:55:00+00:00,Unknown,Closed
XY 59,JED,2024-08-30 19:00+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-30 16:00:00+00:00,Unknown,Closed
XY 253,AMM,2024-08-30 19:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 16:00:00+00:00,Unknown,Closed
SV 1229,RAE,2024-08-30 19:10+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-30 16:10:00+00:00,Unknown,Closed
SV 1785,GIZ,2024-08-30 19:20+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 16:20:00+00:00,Unknown,Closed
SV 1673,AHB,2024-08-30 19:30+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-30 16:30:00+00:00,Unknown,Closed
XY 265,CAI,2024-08-30 19:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 16:40:00+00:00,Unknown,Closed
XY 259,SAW,2024-08-30 19:55+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 16:55:00+00:00,Unknown,Closed
SV 1297,URY,2024-08-30 19:55+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-30 16:55:00+00:00,Unknown,Closed
F3 14,AHB,2024-08-30 08:00+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 03:20:00+00:00,Unknown,Closed
EK 819,DXB,2024-08-30 08:05+03:00,2.0,Boeing 777,Emirates,Arrival,2024-08-30 03:10:00+00:00,Expected,Closed
SV 3434,HBE,2024-08-30 08:05+03:00,4.0,Airbus A321 NEO,Saudi Arabian,Arrival,2024-08-30 02:00:00+00:00,Unknown,Closed
G9 151,SHJ,2024-08-30 08:20+03:00,2.0,Airbus A320,Air Arabia,Arrival,2024-08-30 03:35:00+00:00,Unknown,Closed
SV 1020,JED,2024-08-30 08:45+03:00,5.0,Boeing 787,Saudi Arabian,Arrival,2024-08-30 04:00:00+00:00,Unknown,Closed
FZ 847,DXB,2024-08-30 08:50+03:00,2.0,Boeing 737-800,flydubai,Arrival,2024-08-30 03:50:00+00:00,Expected,Closed
EY 357,AUH,2024-08-30 09:00+03:00,3.0,Airbus A321,Etihad Airways,Arrival,2024-08-30 04:00:00+00:00,Unknown,Closed
XY 18,JED,2024-08-30 09:05+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 04:15:00+00:00,Unknown,Closed
SV 1764,GIZ,2024-08-30 09:10+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 04:15:00+00:00,Unknown,Closed
SV 1230,RAE,2024-08-30 09:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 04:30:00+00:00,Unknown,Closed
F3 32,GIZ,2024-08-30 09:30+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 04:40:00+00:00,Unknown,Closed
SV 1522,TUU,2024-08-30 09:40+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 04:35:00+00:00,Unknown,Closed
XY 4,JED,2024-08-30 09:55+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 05:05:00+00:00,Unknown,Closed
XY 122,TUU,2024-08-30 10:10+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 05:15:00+00:00,Unknown,Closed
SV 1139,DMM,2024-08-30 10:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 06:00:00+00:00,Unknown,Closed
XY 82,AHB,2024-08-30 10:30+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 05:55:00+00:00,Unknown,Closed
XY 106,GIZ,2024-08-30 10:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 05:45:00+00:00,Unknown,Closed
SV 1664,AHB,2024-08-30 10:40+03:00,5.0,Airbus A330-300,Saudi Arabian,Arrival,2024-08-30 05:50:00+00:00,Unknown,Closed
ME 424,BEY,2024-08-30 10:50+03:00,3.0,Airbus A321 NEO,Middle East,Arrival,2024-08-30 05:30:00+00:00,Unknown,Closed
SV 1458,MED,2024-08-30 10:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 06:15:00+00:00,Expected,Closed
SV 1708,ABT,2024-08-30 11:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 06:25:00+00:00,Unknown,Closed
XY 326,HYD,2024-08-30 11:15+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 03:25:00+00:00,Unknown,Closed
XY 94,MED,2024-08-30 11:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 07:25:00+00:00,Expected,Closed
MS 651,CAI,2024-08-30 12:00+03:00,2.0,Airbus A330-300,EgyptAir,Arrival,2024-08-30 06:25:00+00:00,Unknown,Closed
SV 1272,ELQ,2024-08-30 12:10+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 08:05:00+00:00,Unknown,Closed
FZ 841,DXB,2024-08-30 12:15+03:00,2.0,Boeing 737-900,flydubai,Arrival,2024-08-30 07:15:00+00:00,Expected,Closed
XY 20,JED,2024-08-30 12:25+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 07:35:00+00:00,Unknown,Closed
J9 221,KWI,2024-08-30 12:40+03:00,2.0,Airbus A320,Jazeera Airways,Arrival,2024-08-30 08:25:00+00:00,Unknown,Closed
SV 1294,URY,2024-08-30 12:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 07:50:00+00:00,Unknown,Closed
XY 220,DXB,2024-08-30 13:35+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 08:40:00+00:00,Unknown,Closed
IX 995,HYD,2024-08-30 13:40+03:00,2.0,Boeing 737,Air India Express,Arrival,2024-08-30 04:55:00+00:00,Unknown,Closed
XY 140,ABT,2024-08-30 13:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 09:20:00+00:00,Unknown,Closed
SV 1534,TUU,2024-08-30 13:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 08:45:00+00:00,Unknown,Closed
SV 1900,TIF,2024-08-30 13:55+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 09:20:00+00:00,Unknown,Closed
SV 1143,DMM,2024-08-30 14:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 10:00:00+00:00,Unknown,Closed
XY 324,GYD,2024-08-30 14:20+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 08:30:00+00:00,Unknown,Closed
SV 310,CAI,2024-08-30 14:25+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-30 08:35:00+00:00,Unknown,Closed
XY 160,ULH,2024-08-30 14:25+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 09:50:00+00:00,Unknown,Closed
SV 1510,TUI,2024-08-30 14:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 09:40:00+00:00,Unknown,Closed
XY 310,TBS,2024-08-30 14:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 08:35:00+00:00,Expected,Closed
GF 189,BAH,2024-08-30 15:00+03:00,2.0,Airbus A320,Gulf Air,Arrival,2024-08-30 10:45:00+00:00,Unknown,Closed
MS 689,CAI,2024-08-30 15:10+03:00,2.0,Boeing 737-800 (winglets),EgyptAir,Arrival,2024-08-30 09:35:00+00:00,Unknown,Closed
WY 683,MCT,2024-08-30 15:15+03:00,2.0,Boeing 737-800,Oman Air,Arrival,2024-08-30 09:55:00+00:00,Unknown,Closed
XY 252,AMM,2024-08-30 15:25+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 10:10:00+00:00,Unknown,Closed
F3 120,JED,2024-08-30 15:35+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 10:55:00+00:00,Unknown,Closed
F3 18,AHB,2024-08-30 15:40+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 11:00:00+00:00,Unknown,Closed
SV 1034,JED,2024-08-30 15:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 11:00:00+00:00,Unknown,Closed
XY 36,JED,2024-08-30 16:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 11:10:00+00:00,Unknown,Closed
G9 154,SHJ,2024-08-30 16:00+03:00,2.0,Airbus A321,Air Arabia,Arrival,2024-08-30 11:15:00+00:00,Unknown,Closed
F3 54,TIF,2024-08-30 16:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 11:30:00+00:00,Unknown,Closed
SV 1173,DMM,2024-08-30 16:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 12:00:00+00:00,Unknown,Closed
